Lable,Topic,Text
2,A personal Favorite!,I've been watching this movie since I was a little girl and I could watch it over and ver again every day. It's a very touching story!
2,"Aw yes, i remember it well.","I'm a sap for old musicals. I own most of them and have been in several during my life.When it comes to ""Gigi"" the best way to discribe it is fairy tale of innocent love. This is a wonderful musical with ageless songs. Songs that you'll remember as a kid and songs that will you hum after the movie is over. If you happen to have a 5.1 sound system it will be even more of a thrill. The sound on this DVD is like hearing it in a theatre that had magnetic Stereo Sound System. IT IS FLAWLESS. This movie is also headed by a wonderful talented cast of likes that will not ever grace the screen again. Pop the popcorn, open a can of soda, dim the lights and relax to one of our greatest screen musicals ever made."
2,Emptiness in the Mind Only School,"Hopkins guides us through difficult terrain with an expertise that confers a clear sense of direction and a deeper understanding of The Essence of Eloquence.See the companion volumes:Reflections on Reality: The Three Natures and Non-Natures in the Mind-Only School: Dynamic Responses to Dzong-ka-ba's The Essence of Eloquence, Volume 2andAbsorption in No External World: 170 Issues in Mind Only Buddhism (Dynamic Responses to Dzong-Ka-Ba's the Essence of Eloquence)"
2,a new GIGI?,"i'm surprised to see that a new release of Gigi Blu-ray is coming in february, 2010. i'm wondering how this is different from the one already out If anyone has any info i'd apreciate a response. Thanks!"
2,amazon.com ROCKS!!!!!!,This is the first product I bought on line and it was so easy. I love using Amazon.com.
2,Nice oldie,"I watched this movie only because i got it and some other movies cheap.While the costumes were great and the acting fine,i couldn't help but feel the story lacked a good plot.I kept bringing comparisons with My Fair Lady,i loved that movie,and the music was good also.But in this i kind of felt it was not quite up to that.I ended up getting a little bored with it.It was a rather long movie.But i do like to watch movies from this era,so i'm glad i saw it."
2,Delightful Leslie,"The first time I saw this movie - several years ago - I was not very impressed. But now, today, it appeals to me much more. I can appreciate it upon 2nd or 3rd or 4th viewing. It is definitely worth having in one's collection. Leslie Caron is a fine little actress, and her leading man is very believeable as the filthy-rich, bored-with-life snob. UNTIL he tangles with sweet, funny, gay, enchanting Gigi. She softens him, falls in love with him, and when she blossoms from a giddy schoolgirl into a charming, alluring adult (teen-ager?), with the help of her grandmother and sophisticated aunt, his eyes are opened, he is definitely hooked, and all ends well. ""But it, you'll like it!""I would have given it a 5-star rating but for the fact I thought there's a bit too much of Maurice Chevalier in it.P.S. - It does offer English subtitles. Maybe French too, I don't remember. (The plot is laid in France.)"
2,One of my favorites,"Having gotten very interested in Jane Austen lately, I watched this movie once again last week. I have owned it on VHS for about 13 years. It is, and always will be one of my favorite movies of all time. It has beautiful outdoor scenes, beautiful dialogue and superb acting. Time to get the DVD!"
2,A True Masterpiece,"This is without a doubt one of the most moving and beautiful films I have ever seen. The irony is kept at a perfect level, so the film is neither too ""sweet"" nor too cynical. The acting is as good as it gets. Especially Emma Thompson gives a performance that touches your heart."
2,A Timeless Story,"Every time I see S&S I find another line or look or gesture that I missed or overlooked on a previous viewing. This film is filled with wonderful nuances, simplicity, real emotion. For example, the looks on Elinor's face when she thinks that her beloved is engaged and she must keep the secret or when she thinks he got married...those looks break your heart. The last 20 minutes of this movie are about the most perfect 20 minutes of any film I've seen. Beautiful acting from all parties - witty insightful dialogue - not over the top or overdone in any sense of the word."
2,A Classic Masterpiece - truly beautiful,"A Classic Masterpiece - truly beautiful. This is honestly my favorite movie. It is truly a masterpiece. Words cannot express how beautiful I think this movie is. It is so moving and is such a beautiful--LOVE story. You really learn what TRUE LOVE is when you finish watching this movie. I never tire of it, and have watched it over and over. It is uplifting. Guarantee you will shed at least one tear at the end - it is so moving. Everyone should own a copy of this movie.(P.S. Don't forget to buy the Soundtrack - it is so beautiful to listen to!!! You'll love it too!!)"
2,Pleasant movie for Jane Austen fans. Sound not high enough.,"I enjoyed the movie very much but, as with a couple of other movies I have purchased from Amazon, I have a bit of a problem hearing the dialogue of the movie, even after trying it on 3 different TVs/DVD players. I recommend the movie, though for Jane Austen fans. I just wish the sound was better."
2,It's the best movie I have ever seen!,"I watch it over and over again! I beg for it every Christmas and my birthday. Love it, love it , love it!"
2,Definitely a family favorite!,"Except for the fact that I can't stand the way the Victorians beat around the bush about everything and rarely speak their mind in a plain and straightforward manner, our whole family just loves this movie. Wonderful actors and actresses portraying interesting characters and a wonderful story where, for the most part, everyone has a happy ending (except the guy that felt that money was more important than true love - and he realized his mistake, in the end)."
2,Important Milestone,"An interesting read from both a doctrinal as well as historical perspective. Issued in 1947, the encyclical focuses on the preservation and nature of the liturgy - including the mass, the hours, devotionals and sacraments. Interestingly, many of the examples used by Pius XII in the encyclical, such as going to a ""primative"" original eucharistic celebration, the return to the ""table"" style altar, elimination of Gregorian chant, the use of the vernacular and similar items were, within 20 years, adopted by the Church as part of the Vatican II reforms. The encyclical discusses the symbolism of the liturgy at length as well as parctice and customs. A good historical milestone that presages the Vatical II reforms."
2,"Yes, there are Jews in Knoxville!","This is a delightful history of the small, but growing and ever present Jewish community of Knoxville, including Oak Ridge. Ms. Besmann's book is not only enjoyable for those of us who have been connected with this community over the years, and know many of the individuals she writes about, it is also for anyone interested in the history of this beautiful southern city. ""A Separate Circle: Jewish Life in Knoxville, Tennessee"" is an affirmation that where ever Jewish roots are sown, significant contributions are made to the community as a whole."
2,"No problems, here","I've had my Samsung 1GB player for about 2 months now and have had no problems with it as some other people have mentioned here.I don't use OGG files since I really don't see any benefit to them (other than not having to pay a license fee for use of the OGG codec) and instead use 320kbps mp3 files, managing to get at least 6 hours total of playing time off of each playlist I download. It handles large files (over 10mb) with no problem at all and since I listen to a lot of jazz and classical music, it suits my needs perfectly.As far as the radio is concerned, I don't listen to the radio anymore so this isn't an issue for me, either. I also recommend getting the Sony MDR-EX71 earbuds for great sound since the stock buds the Samsung comes with are sub par.If you are looking for a small player for your commuting needs, I fully recommend the Samsung. Hopefully they'll come out with a 2GB player in the near future since I'll be the first in line to purchase one."
2,Overall Great - Durable,I've had this MP3 player for a about 2 months. My initial impression was that it was a great player. Very small with a nice screen. I thought I would have problems with the battery door but that has not been the case. I've dropped this player off the treadmill at least five times and it keeps on ticking. My only complaint so far is that the player menu system bogs down while playing VBR WMA files.
2,Great little player -- bookmarking would make it perfect,The only thing I wish this player had was a way to set bookmarks during playback. I downloaded several large WMA audio books and they play great. The only thing is if you are not careful you can nudge the joystick too far to the left or right and then you are forced to start the book over from the beginning. I like the flexibility of haveing an FM radio and voice recording. The sound quality is excellent and I haven't even messed with the EQ. The AA battery really does last a long time -- probably close to the 40 hours promised. I don't really miss the option of a belt clip or wrist band. The player is so tiny it is easy to slip into my pocket. When I am jogging I just hold it in my hand; the removable plastic cover protects it from sweat.
2,great,I remember years ago watching this on TV. This is so much better in widescreen and HD. I love it.
2,GIGI Leslie Caron on Blue Ray,"GIGI - Every bit as good as the first time I saw it (The original release i 1958) The extra material (B & W) was very interesting.Oldies, like me, will enjoy the music."
2,"""Gigi"" shines like no other musical","Gigi, played wonderfully by Leslie Caron, perfectly illustrates a girl's coming-of-age. As she transforms into a beautiful young lady, it is hard for us to recognize her. However, following though Caron's realistic transformation, we can relate to Caron. Furthermore, Gaston also represent everyone's ideal husband - both friend and lover."
2,Great performance by Kate Winslet,"Good movie, but I recommend you read Jane Austen's book Sense and Sensibility first. The movie is not exactly like the book , but still enjoyable. I enjoyed Kate Winslet's performance. I thought Emma Thompson was too old to play this role..she's supposed to be 19 yrs old in the book, she looks like she can be Kate Winslet's mother. Hugh Grant does a great job playing Edward Ferrars. Overall a very good movie."
2,Great movie!,"This particular movie is one I have watched over and over. I don't ever get tired of this version. I have seen others and they didn't have the cast that made this edition so wonderful. It's a movie for years of entertainment and just joyful to watch. It's funny, poignant, sad and best of all, happy endings!!!!"
2,A Review of my order of Sense & Sensiblity,"I received the product in a very quick amount of time. The actors in this movie were great,especially the three main actors.The story was well done and done with excellent attention to detail and in good taste. Emma Thompson Always does a great perfomance of her roles. It is always a treat to watch an expert at work!"
2,Great Movie,I watch it over and over. I think all the actors are great. Very close to the book. Read the book then watch the movie.
2,Another Argeneau Man to wish for!,I started reading the series and I accidently reversed the 2nd and 1st book up but going into the third was a smooth transition. I've read the first 7 of these books and they all flow from one book to the next. They are sensual as well as humorous. I could almost feel the pain as Lucian reluctly agrees to things but that's what makes the story so capitivating. I'm sure once I've completed the entire series I'll be ready for more from the Argeneau family. Lydsay could keep these stories going on forever for this mixed up vampire extented family.
2,Surly man brings laughter,This story is once again a great tale with real life characters who struggle with the same embarrassing situations we do
2,A fun set of interactions evolves,"Lyndsay Sands' SINGLE WHITE VAMPIRE receives a fine spirited performance by Jeffrey Cummings, a stage actor who lends an avid voice to this funny drama about a publishing editor's involvement with an author whose vampire romances are becoming a hit. A fun set of interactions evolves. A fine pick for any lending library."
2,what a side-splitting fun read,"I think I hurt from laughing after I finished this. I bought it ages ago, but kept putting it aside. The cover was just so bland. I finally reached the bottom of my TBR stack and there is still was. Now I am sorry I put it off so long.I adore Lucern! What a grumpy sexy vampire. Him in the supermarket wanting to bite the steak was brilliant!Highly recommended for someone who needs a smile on their face.Cannot wait to read the rest in this series."
2,Lucern's Lifemate,"Single White Vampire is yet another mindblowing Lynsay Sands book. Lucern is being annoyed but his new editor to do some publicity but can hardly do TV when he needs blood, avoids sunlight and of course doesn't age. How long can he keep his new publisher and her co-workers in the dark? And how long can he deny his attraction to her a thirst he hasn't felt for centuries.Lynsay Sands does it again."
2,BETTER THAN PROZAC....,This is the most side spliting humor and good vamp series I have ever read. Do not Miss The Argeneau Vampires @ friends. I sometimes wonder If I am disturbing my neighbors with my late at night Laughter that seems to come from Nowhere... A Must Read as are all of Lindsay Sands books.
2,"Really, really good.",I like vampire stories that aren't the usual run of the mill bloodsucking fiends. That's why this book was such a hit with me. It's got a sense of humor. The story flowed really well and it's an easy read. I am checking out more in this series.
2,Great Book!!,"Great book, excellent series. Very inventive, and not your typical ""vampire romance"".Loved the whole series! Read them each several times."
2,Great book fun to read!,I enjoyed reading this book. Doesn't go into a great depth but is enough to keep you stimulated.
2,This is a nice card guard.,"I have 2 of these card guards (""All In"" & ""The Nuts"") and they are both great products, they look nice on BOTH sides. One side is just more flashy. If you like to use card guards then you will be happy this any one from this line."
2,A comprehensive book on cosmetics,"I am currently studying the development of consumer product manufacturing processes, and borrowed the book from the library to get a good feel of the subject. To my satisfaction, I found this book containing important pieces of information suitable for general readers as well as for experts in cosmetics science. The first section describes different aspects of cosmetics, including usage, processing, and even sources of information such as journals and websites. The second part deals with various cosmetic products in great detail. It provides a very systematic discussion on cosmetics ingredients, nicely classified according to their function, which is very useful for those trying to understand the logic behind cosmetic formulation. It also describes the typical equipment for cosmetic production, although not in detail. In summary, I really think this is the book to read if you are interested in cosmetics formulation and processing."
2,Good Value,"Easy to use, good value, great pics. Spent a lot of time looking at higher priced cameras that were no better. Wished the AC adapter were included in package."
2,Great anyway you slice it.,This camera is a great first ditigal camera for anyone. It takes great pictures. Is easy to use. Very affordable. Sends pictures easily to your e-mail addresses. Has a built in lens cover. Can be used with 2 AA batteries. And is compatible with most ditigal printers.
2,Fuji A340,"Good average pix taker, but dated. It fits a niche here. Is strong enough to take mild shocks, bumps."
2,Fairly Good Book,"This book is representative of Ruth White's former books upon chakras and spirit guides. This book gives a basic review of the chakras systems and goes in depth about contacting your own spirit guides. White provides useful exercises for meeting your spirit guide, such as vision techniques, meditation techniques, and the proper questions to ask your guide.If you enjoyed White's previous books, this one should not disappoint."
2,Great Read!,"I found this at my local bookseller and read it thinking it was the first in the series because under the title it states ""the book that started it all!"" Well, i was disappointed when i learned it was actually #3. The book itself was an awesome read. I love the characters of Kate and Luc and the storyline, while not adventurous, was well thought out. I did enjoy the blood bank scene! I look forward to reading the other books in this series!"
2,first book by this author,WELL I HAVE TO SAY THIS IS MY FIRST BOOK BY LYNSAY SANDS. MY HUSBAND PICKED IT UP FOR ME AND WELL I WILL BE LOOKING FOR MORE BY THIS AUTHOR. THIS WAS A GREAT BOOK. VERY ROMANTIC AND WELL VERY WELL WRITTEN. THE VAMPIRE IS NOT ANY KIND OF VAMPIRE NOT LIKE YOU NORMALLY READ. I DON'T WANT TO GIVE TO MUCH AWAY BUT THIS IS A NEED TO READ BOOK. MY HEART FELT FOR BOTH OF THEM. I ACTUALLY TINGLED.LOL... BUT GIVE THIS BOOK A SHOT YOU WILL NOT BE DISAPPOINTED.
2,"Sex, Romance, and Vampires! What more do you need!!","I loved this book. I was hestitant to buy it because lately I have been comparing every vampire book/series to Charlaine Harris's series. Well, I read this book in one day. I now am actually looking for the other two books of Lynsay Sands called Love Bites, and Tall, Dark, and Hungry. These stories are about a vampire family that lives in Toronto. They have humor, sex, and romance in them. They also tell a little bit about how they became vampires. I wasn't disappointed."
2,Story of a Whim,I am always looking for books that I can read and not run into foul language when I turn the page.It's hard to delete a book that you have paid for and expect a good one.This book is lite and refreshing. Just some girls doing a random act of kindness.I really liked it. I can always be save with Grace Livingston Hill. Love her writings.
2,"A wonderful novella, true McCaffrey","This novella follows the life of Nerilka, a simple girl of Pern. It gives the reader a view of ordinary life on Pern, not the life of a weyrleader or a spectacular rider. Beautifully written"
2,A wonderful book!,I have told everyone I know to get this book as a starter to the world of Wabi-Sabi-- a beautiful cover also makes it lovely to look at and I like the sepia pages... I have re-examined my life using some of her practical tips. Get it if you are curious about this art of imperfection...
2,An essentially accurate and sympathetic book,"This is an essentially accurate and sympathetic book. Chafets for many years was a journalist at the 'Jerusalem Report' and followed what was happening in Israel very closely. He before that served as an Advisor to Prime Minister Begin. He is a writer who makes an effort to meet with people from all walks of life, escape the common cliches of the media, and provide his own special perspective.He provides an interesting look at Israeli society as it appeared nearly two decades ago."
2,THE TRUE AGE OF ROCK AND ROLL,"I own a copy of this great cd and listen to it every chance I get. Great music by the true creator of Rock & Roll. This is a must have cd for anyone who grew up istening and dancing to the music of Chuck Berry. Sounds great on home system,car system or portable cd player.Sweet Little Sixteen"
2,Biggest prision break EVER!,"This was a one-shot OVA by produced Production IG(Ghost In The Shell), and created by Gainax who did FLCL and Gurren Lagann. This was an original anime not based on any manga.Taking place in the distant future, two amensiac fugitives find themselves in the middle of the desert. After a quick crime spree, they're caught and sentenced to a prision on what's left of the moon. Once there, they team up with the other inmates to do the ultimate prision break. This leads to some amazingly cartoonish fight scenes. It's literally like a cross between Tom & Jerry and Quinton Tarentino. It leads up to a big battle, an immature pregnancy, and lots of explosions and violence.A censored version of Dead Leaves has been featured on Sci-Fi Channel's Ani-Monday, and a few other cable TV showings. It's a great sci-fi anime with quirky character designs, over-the-top action, and some serious reality-challenging physics!"
2,Tank Girl meets Fooly Cooly !!!,"this anime blew me away! the main characters pandy and retro remind me of tank girl and booga. the pace and energy level of the story are reminisent of the anime Fooly Cooly,but much more anarchic and intense,plus the humorous parts are great! Dead Leaves is not like your standard anime but for people willing to expand their perceptions of what Anime can be,I would say give this anime a try and be prepared to hang on tight!!"
2,My Son Loves It!!!,My son has been playing with this non stop for 2 days. He just keeps coming up with new ways to put it together. We haven't had any of the problems that other people have mentioned at all.
2,Good Set,"before Burning Cd's became all the rage these kind of Compilations were very essential in that they had a few songs that you had to have.""Let's Groove""""Call Me"" are just some of the songs that make this a cool Satuarday Night Party Set.if you just want your standard Radio Hits then this is for you."
2,"Good product, bad shipping",Arrived in no box/container or protective packaging. Some cosmetic damage. Battery is excellent for the price
2,Optima Bluetop battery,This item arrived damaged due to faulty packing job. I called Amazon and they promptly replaced the unit with no delays. Great customer service if you ask me.This is my 3rd Optima battery and I use it in my bass boat. It is very reliable and lasts a long time.
2,Single White Vampire,"This book is one of a series and they are all really good books. The author did a wonderful job in how she portrayed the Vampires, what an imagination she has. I look forward for more."
2,A quircky tale I couldn't put down!,Talk about funny! Lynsay Sands is a hilarious writer. I enjoyed every crazy moment. She has a way with writing that leaves you laughing out loud and ready for more! I started with this book and now own all three in the series. I am awaiting her new book coming out in November. Watch out- you'll be hooked!
2,just love this book,once again they get their life mate.. and as always I just love Lynsay Sands sense of humour... a great read
2,Oh my heavens!,"I was laughing so hard I scared the kitten. I have not enjoyed a book this much in a while, and I read ALOT. It took me all of 7 1/2 hours to finish. I just could not stop reading it. I don't just recommend this book, I HIGHLY recommend it to anyone!"
2,"Nice design, but too small!","The new pink/purple leapster has a nicer design than the old version. I like the new pen holder on the front. The arrow dial on the left side is better than the older (round)version, too. HOWEVER, we are exchanging it for the older version. The reason: THE SCREEN! The new leapster's screen measures only 5.4 cm - the old version screen measures 7 cm. Also, the pen on the new leapster is smaller. Customer service said everything on the new design is smaller ""to accomodate smaller hands""...that's nice, but it also requires better fine motor skills - which smaller hands do not necessarily have. For those of you who purchase this and are considering the recharging kit - I was told that this design needs the L-max recharger."
2,Excellent addition to the long history of Crewel,"Judy has added her own style and creativity to the ongoing tradition of crewelwork. She has used the various stitches in ways that are new and really guides the embroiderer to create beautiful crewel pieces. She hasn't just reworked the traditional stitches, but shows how to combine them in unique ways with modern colors and materials. She has ""raised the bar"" in the art of crewelwork. An excellent book for beginner and advanced crewelworker alike."
2,Fun AND Educational!!,"My daughter wanted a Leapster for Christmas. I wasn't sure which was the newer model, the triangular one or the smaller, rectangular one. So, I bought both to try them out. Screen size was also an issue for me. I thought the larger screen would be better. But, believe me, the newer version (small, retangular) Leapster's screen is sooo much clearer, crisper, and the colors are more vivid! My 4 year old daughter has no problem manipulating the buttons or the pen and SHE loves it! She plays it all the time. Now, my 7yo son, who has a GB Adv. SP wants one, too!"
2,Excellent learning tool,My 6 year old daughter just got the Leapster Learning System for Christmas yesterday and she loves it.She has not put it down since she got it. It has alot of games built into it so don't buy any extra cartridges until you see what it already has. I bought her 2 cartridges that it already has on it.
2,Widow should come to Japan,I have listened to both their demo album and current Midnight Strikes album. They play very progressive solos with dark feelings behind the music. I believe there is a new album coming up soon. This is a MUST for the fans out there... The sound (neo-classical and heavy metal) will definitely be a great hit in Europe and Japan. All my friends here in Japan loves them!
2,AT DAWN WE WAGE WAR!,"Zombie Apocalypse feature members of the extreamly talented american hardcore band shai hulud. However, they leave behind the technical complexity of the latest hulud offering for a blistering fast and feirce no nonsense sound. Just like any Hulud song, the short and sweet songs found on ""this is a spark of life"" are injected with huge amounts of passion and sincerity. And when i say short and sweet i mean SHORT AND SWEET! So dont expect and epics. The lyrics are great to scream along to and there is a general rising of the undead theme to the whole cd. So i challange you not to sit quietly and let the zombies eat your brain without a fight, AT DAWN WE WAGE WAR!!"
2,Sometimes What You're Looking for You Already Have,"My wife and I lost our beloved dog recently. We were loaned this book by a close friend in hopes it would help us, it has. We have been amazed at how some one else has the same love for dogs that we share. It has helped us let go of some of the pain and focus on all that he taught and shared with us. This is a book for all who love life and dogs."
2,Is there a perfect dog?,"While the professional reviewers might ""pan"" this particular short book, I would like to ""pick"" it.Shiebler presents the many dogs he has known with a heart touching poignancy. The dogs who shared his life are real, live, furry, and sometimes slobbery, to use his own adjective.As happens in life, many of he dogs Shiebler has known have died. Bring tissues. At least a dozen - or a couple of good strong cotton handkerchiefs - you will need them.If you know anyone who swears ""I never cry over stories"", bet them that A Search for the Perfect Dog will ruin their record. Provide tissues for them!"
2,obvioulsy the professional reviewers don't own dogs!!,"I have been looking for this book for a few years and finally found it here...I had lent it out and never got it back...This book touched me and I loved it so much I have refered people to it many times, in fact, I am writing this because I can't believe the negative reviews I read about one of my favorite books! I finally found the book and want to order a few to hand out.Read it...it captures how real dog lovers view dogs."
2,Quality equipment,"I received the plasma wall mount and was immediately impressed by the strength and quality. Every possible combination of nuts, screws, washers, and lags were included.Be sure to research your exact plasma model cause I ended up needing an additional adapter.I would buy a product again like this. Easy install, very sturdy and my plasma weighs 94 pounds....!"
2,Michele,"I have seen this documentary at the Pioneer Theater and at a film festival in Brooklyn. It is by far the best film dealing with the subject of 9/11. It is so beautifully shot with great interviews, great music; its stunning and emotional. It makes me proud to be a New Yorker."
2,Best Firesign performance ever BUT BEWARE...,"For those of you who know and loved this originally as an LP, you will be disappointed to learn that sony messed up the remix BIG TIME by deleting important dialog at the beginning of the second side of the album (of course, on the cd it would be the second segment). The beginning of the second side IS CRITICAL to the subject of the performance and as best as I can recall, should have begun something like this:""Welcome to side 4. Please follow along as we learn 3 new words in Turkish.Towel, Bath, Border...may I see your passport please..."" ...(someone could please tweak this for I know this is not EXACTLY the dialog).Anyway, you get the idea. The beginning is suppose to be as if you were listening to one of those ""Berlitz"" language records. Just wish/ hope sony would rectify this REAL SOON!"
2,I'm a Firesign made man,"I cut my young tongue on Firesign Theater back in the early 70s and have been speaking forkedly ever since. I believe it could rightly be said, these wizards of weirdness are the reason I am where I am today. Where is that, you may ask? Hmmmmm... What?"
2,Eastern Europe: Home of Your Inner Child!,"Oh - it's the Ice Show!The spy has been in deep cover behind the Iron Curtain. He has just received his hurried direction in clipped sentences, has checked into the Hotel Kafka, and has been intercepted, probed, scoffed at, ignored, and wiretapped.Then for no reason at all, he goes through a door, and is on the ice at the Berlibber Ice Palatz, to see the Gunatzis Brothers, Hans and Junni, shoot it out with weapons of increasing caliber and fierceness...It was their first album, and thus one of their more transparent. But side two (sorry, Side Five), remains a masterpiece."
2,A very good start,"The Firesign Theatre released their first album in January 1968 on Columbia Records. The album itself is a very good album although in some ways, this feels like the most dated or ""reserved"" of their work. The back and forth between the guys isn't quite as free flowing as it would be on later albums or so it seems to me. That's not to say that this is a bad album, quite the contrary as most of it is downright inspired and even groundbreaking in many ways. Temporarily Humboldt County is a stinging bit about the treatment of Native Americans, Le Trente-Huit Cunegonde is a priceless take on what it would be like if Hippies ran the world and the second half is not to be missed."
2,Absolutely perfect,"There is not one single bad thing I can say about this film. None. It is my 3rd most favorite film of all time. The acting is some of the finest out there, the costumes, plot, drama, wit; superb. I gush about this film to everyone I know. When I am in a foul mood, all I need to do is put this in my dvd player and I am perfectly fine 2 hours later. Anyone who is and isn't a Jane Austen fan should watch it. If you love period films, then this is the movie for you. Like I said, I could never critique it properly because I could never find the right words to describe it.Though people would consider it a 'chick flick', I have seen this with my fiance and he actually liked it as well. I cant stress enough how wonderful all the actors are. Kate Winslet, who is probably my favorite British acress is spectacular in this, Emma Thompson and of course the ridiculously perfect Alan Rickman all make this film worthwhile to watch."
2,My all-time favorite movie!!!,"Though I was never a Jane Austen fan in high school, this movie has made me a fan. I have gone back and re-read every one of her books and now finally understand why they are classics. This movie has everything. It's romantic, funny, heartwrenching and heartwarming. From the scene where Elinor sits on the stairs drinking tea while her sisters and mother cry in their bedrooms to the scene where Edward at long last, confesses his love for Elinor, this movie is perfect. I highly recommend it! :-)"
2,Absolutely wonderful!,"Without a doubt, the best movie adaptation of a Jane Austen novel I have ever seen! I was enraptured by the perfect choice of characters, the breathtaking acting and dramatic scenes, the music (I couldn't rest until I had bought the songs Marianne plays on the piano so that I could play them for myself!) and even the poetry!All hopeless romantics will fall in love with this film; I watched it twelve times the first week I saw it. Having read the book, I would say that this movie represents one of the few instances where a screenplay outdoes its book.All the characters have been wonderfully cast, especially Alan Rickman as Colonel Brandon, Kate Winslet as Marianne, and Elizabeth Spriggs as Mrs. Jennings. (My personal favorite!)Be prepared to love this movie!!"
2,Ron Review,The item was received on time and as described. It was packed for shipment in a careful and protective manner. I recommend this vendor.
2,Magic Islands: A Treasure-Trove of San Juan Islands Lore,This was a gift for a relative who recently moved to the San Juan Islands. She loved what she was able to discover about her new home!
2,Great for entry level bioethics class,This is well written and concise...I choose it for the Bioethics class I will be teaching in Jan 07.Author knows what he is talking about!
2,Paul Shepard was one of the most brilliant minds we had!,"Paul Shepard (who also wrote The Tender Carnivore, which is also highly recommended)was one of the most insightful and brilliant thinkers of our century. This book has the power and impact of Thom Hartmann's ""The Last Hours of Ancient Sunlight"" and the insights of Michael Tobias's ""World War III."" Highly recommended."
2,Old Leapster Best,"I have both the old and new version of the leapster. My younger daughter no longer uses her new leapster because it was difficult to hear. So we purchased her an old leapster that we found at a store. The new leapster is cute, I must say, but the sound is much lower than in the old version. I spoke with a Leapfrog representative (fabulous custormer service) and after testing it while I waited, he confirmed that the sound decibal was significantly lower. However, since it met their standards it was not technically a defect. They informed me that the old version has not been in production for quite a while and no plans were in place to bring it back. Any old version you find for sale is all that is left."
2,"Great educational, but really fun toy!","We already bought one of these for my daughters 6th birthday back in August. She looved it! Atthis time, my soon to be 5 year old daughter said that is what I want exactly. It is durable, educational, and fun. They both love sharing the games. Great for 'alone time' as well!"
2,Leapster,My 5 year old is enjoying her Leapster. It has definitely kept her busy and quiet! It has been dropped a few time and is working great.
2,Wonderful,I bought this for my 4 1/2 yr old granddaughter and it has been the best toy I have ever purchased. She has no problem playing any of the games and will just sit for hours playing it. I love that it has a volume control because some of the games are louder than others. It is very durable and has withstood a few droppings here and there. The only thing I would change on it would be to make the screen a little bigger.This is a excellent toy and I would recommend it to anyone.
2,Disgusted w/ this Company!,"You pay this much money for a video game system and it doesn't come with the cord to plug the thing into the wall! HOW STUPID, when you buy a battery radio or tv they still give you the cord... why does this company consider this ""an accessory"", SO THEY CAN BLEED PARENTS FOR MORE MONEY! It would seem to me that accessories are the carrying case, the headphones, things of that sort.Very upsetting.The game system is a good one but I'm sick and tired of being taken advantage of!"
2,Grandmothers gift to a princess,"I purchased this as a gift for my granddaughter for Christmas. She loves it. She now has two leapsters and uses them to their greatest potential. The game cartridges are easy to install, the graphics very good and sound is controllable. Wonderful product for children to learn and have fun with..."
2,Worth the money,I bought this for my 7 years old daughter who loves it. She loves the Math Missions learning game. We also purchased I Spy and we look forward to getting the 2nd Grade game as well. We like the fact that she is getting a lot out of it. I would much rather have her play Leapster than a Gameboy. I think It has more to offer.
2,The whole family loves it!,"We purchased this for our 5 yr old daughter, along with a few games. We all love it. My 2 yr old enjoys the drawing and coloring option and our 7 yr old son wants one as well. We're very pleased with this purchase."
2,Great Except for the small screen,"I'm about to purchase a second leapster for my 3 year old daughter, as she's getting tired of sharing her 5 year old brother's leapster. I'm a bit disappointed that the screen size in this model is smaller than the older model. It's hard enough with the bigger screen for the kids to use the touch screen.The leapster my son has is now about two years old and has taken quite a bit of abuse, and it's still working perfectly. The games for this system are great and I can really tell that my kids are learning something.Personally, I think the recharging system is a waste. Why have a recharger that can only be used on the leapster? I picked up a generic battery charger and some rechargeable AA batteries."
2,My daughter loves this!,We got this a few years ago for my daughter. She's 9 now and still plays with it. It's very durable and is a great learning toy.
2,Great tool for learning!,"I purchased this for my three year old, since she has a friend at daycare with one- she wanted her own.I also bought the Wall-E game and Disney Princess game for her to use, and her brother begs for turns on Wall-E. My son has his own Leapster with the Cars game-that one they both share as well. The Jedi math is a little scary for them, so we'll save that one for later.We also like the preloaded games, since Coloring Corral is so easy to play, and Rabbit River reminds me of Frogger.Easy to get the games set-up, but a little hard for not so dextrous three year old hands using a stylus to type in names, etc. Overall well worth the money!"
2,Great for child with ADHD,"My husband and I got the Leapster for our 7 year old daughter and are very happy with it. She is a child who typically can't focus on any single toy for more than 2 or 3 minutes at a time. She has ADHD and normally jumps from one toy to the next. We have tried all types of toys...dolls, dress-up items, board games etc... Nothing has gotten her attention for long until now. For some reason this toy has grabbed her attention and gotten her to focus. She is understanding educational concepts that have been very hard for her to understand in school. These are the same skills that have left her in tears in the past. I am VERY impressed! This is a GREAT learning tool for our daughter and we highly reccomend it. The Leapster is well worth the money!"
2,Leapfrog Leapster,My three year old was thrilled with this present when she received it at Christmas. She caught on how to use it very quickly and really enjoyed the coloring game that comes already in the Leapster. Unfortunately the pen quit working after a week. I emailed Leap Frog customer service and got no response. I suggest calling them for assistance instead. They sent a replacement pen but it took about two weeks. Very frustrating for me and my three year old. I was also surprised to find out that these pens cannot be purchased at stores- you must get them from Leap Frog.
